,Position_two_wks,Track Name,Artist_two_wks,Streams_two_wks,URL_two_wks,Position_one_wk,Artist_one_wk,Streams_one_wk,URL_one_wk
186,,Dance Monkey,,,,99,Tones and I,6735680,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
187,,I.F.L.Y.,,,,102,Bazzi,6684078,https://open.spotify.com/track/4R9ATNRRl1uth17i5qDCc0
188,,BROWN SKIN GIRL,,,,104,Blue Ivy,6553492,https://open.spotify.com/track/0B3FovCVaGKS5w1FTidEUP
189,,The Archer,,,,105,Taylor Swift,6552007,https://open.spotify.com/track/3Y7MHz19qCg1Pkxridtu1k
190,,Baby,,,,120,Quality Control,6020707,https://open.spotify.com/track/2nKYHpmwjLaEOXS3o7QMiz
191,,Mekanın Sahibi,,,,139,Norm Ender,5482090,https://open.spotify.com/track/3loy88Lp5qoTHhL8GhRfVZ
192,,Rebota - Remix,,,,148,Guaynaa,5279175,https://open.spotify.com/track/3dWpRjCmaHbroNahuSeX11
193,,Neptun,,,,159,KC Rebell,4956887,https://open.spotify.com/track/3GmfHF5RUe6r5C9UbvIXQp
194,,Promises (with Sam Smith),,,,162,Calvin Harris,4927364,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
195,,"Royalty (feat. Ky-Mani Marley, Stefflon Don & Vybz Kartel)",,,,181,XXXTENTACION,4599461,https://open.spotify.com/track/0OTBOHjEaoqroFlfut1ZsH
196,,Tap (feat. Meek Mill),,,,186,NAV,4568652,https://open.spotify.com/track/5rU6kDNXZLXIinFezpbWbO
197,,All Day And Night - Jax Jones & Martin Solveig Present Europa,,,,196,Jax Jones,4444521,https://open.spotify.com/track/5naYe7rLMZcLfO1DKg48MK
198,,Don't Stop Believin',,,,198,Journey,4434897,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue
199,,What I Like About You (feat. Theresa Rex),,,,199,Jonas Blue,4423043,https://open.spotify.com/track/4NSW0Km5ZG60L8FthUebPJ
178,,Antisocial (with Travis Scott),,,,7,Ed Sheeran,25282995,https://open.spotify.com/track/1DhRbox3xkceP64k3JeYfW
179,,bad guy (with Justin Bieber),,,,9,Billie Eilish,21458729,https://open.spotify.com/track/3yNZ5r3LKfdmjoS3gkhUCT
180,,South of the Border (feat. Camila Cabello & Cardi B),,,,10,Ed Sheeran,20785809,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk
181,,Remember The Name (feat. Eminem & 50 Cent),,,,15,Ed Sheeran,18409396,https://open.spotify.com/track/0AtP8EkGPn6SwxKDaUuXec
182,,Take Me Back to London (feat. Stormzy),,,,32,Ed Sheeran,13032576,https://open.spotify.com/track/1AI7UPw3fgwAFkvAlZWhE0
183,,Nothing On You (feat. Paulo Londra & Dave),,,,42,Ed Sheeran,11553707,https://open.spotify.com/track/2qRN7PWiHRLprw4FpDeI9N
184,,Put It All on Me (feat. Ella Mai),,,,62,Ed Sheeran,8921516,https://open.spotify.com/track/5T03itPFOPGGkvVPvPiyla
185,,Feels (feat. Young Thug & J Hus),,,,63,Ed Sheeran,8830186,https://open.spotify.com/track/1Bdptrvb7nQkq8kCw3siE9
186,,Old Town Road - Remix,,,,68,Lil Nas X,8544359,https://open.spotify.com/track/6jmZlyf9DxcIoRrjw02YXm
187,,1000 Nights (feat. Meek Mill & A Boogie Wit da Hoodie),,,,71,Ed Sheeran,8285363,https://open.spotify.com/track/4vIKzWqtn44umal5jXq4wE
188,,Way To Break My Heart (feat. Skrillex),,,,83,Ed Sheeran,7898725,https://open.spotify.com/track/5d1rmWWF1725tnYjq6rMDB
189,,I Don't Want Your Money (feat. H.E.R.),,,,86,Ed Sheeran,7714728,https://open.spotify.com/track/3FHXUqaUer9o231Je1zxIN
190,,Zombie,,,,99,Samra,7199130,https://open.spotify.com/track/6fDC5DIa4bt6NbPZWR1yxM
191,,Ela,,,,101,Reynmen,7025162,https://open.spotify.com/track/2VUTPdW21gPVVTEmvdSwos
192,,Thing For You (With Martin Solveig),,,,154,David Guetta,5186062,https://open.spotify.com/track/0IhTEIjFaRt3B2NQYf9azQ
193,,Time - Edit,,,,156,NF,5106513,https://open.spotify.com/track/68Vm2W4oURsPV3121vUZgB
194,,Shotta Flow (Feat. Blueface) [Remix],,,,168,NLE Choppa,4903038,https://open.spotify.com/track/67XyC1GdSkKb9sbRRkUDXS
195,,Por Eso Vine,,,,174,Paulo Londra,4814751,https://open.spotify.com/track/5qN1G8fSHq4Sv5FRoOkNGu
196,,Raffaello,,,,182,Shindy,4664620,https://open.spotify.com/track/7GGhY0m7PZ408BYVXgXtjt
197,,Every Breath You Take,,,,192,The Police,4526969,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
198,,"SPIRIT - From Disney's ""The Lion King""",,,,197,Beyoncé,4491520,https://open.spotify.com/track/1tC5WMSlsGDFfqnrquB1ty
199,,Harder (with Bebe Rexha),,,,199,Jax Jones,4484835,https://open.spotify.com/track/5RgBnDtHKFHgtVdqabjGE3
182,,Goodbyes (Feat. Young Thug),,,,2,Post Malone,37067320,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
183,,Best Part of Me (feat. YEBBA),,,,46,Ed Sheeran,10310313,https://open.spotify.com/track/5ug4vqGZ3eisGhY1IsziNX
184,,Under The Sun (with J. Cole & Lute feat. DaBaby),,,,81,Dreamville,7594957,https://open.spotify.com/track/6MF4tRr5lU8qok8IKaFOBE
185,,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",,,,97,Dreamville,6622779,https://open.spotify.com/track/36J0iaPDGbYGsHvYpaYs3k
186,,BLOW (with Chris Stapleton & Bruno Mars),,,,108,Ed Sheeran,6253600,https://open.spotify.com/track/6EbduYTr62sSzvl36wWiFM
187,,Jetzt rufst du an,,,,117,Loredana,6003625,https://open.spotify.com/track/5opjywL6TBjJRF22TcFDMo
188,,YOSHI (feat. Fabri Fibra) - prod. Strage,,,,118,MACHETE,5952166,https://open.spotify.com/track/3Hh0ZcGIqIkSiJVZGLcVLx
189,,C7osure (You Like),,,,127,Lil Nas X,5707923,https://open.spotify.com/track/4no0eHn4fEB7tN1yZSXMma
190,,HO PAURA DI USCIRE 2 - prod. Mace,,,,130,MACHETE,5616755,https://open.spotify.com/track/0nFCpnM7nistUWXRZpzOWM
191,,Instagram,,,,139,Dimitri Vegas & Like Mike,5422516,https://open.spotify.com/track/0U6bQIAh6MCGo1xjbIIx2S
192,,"Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)",,,,140,Dreamville,5421875,https://open.spotify.com/track/5WnfnSpuNEGXyEt78PBA6d
193,,Good As Hell,,,,153,Lizzo,5059874,https://open.spotify.com/track/6uAm7pG66O1XesXS9bpHSF
194,,MARYLEAN (feat. Marracash) - prod. Low Kidd,,,,160,MACHETE,4939508,https://open.spotify.com/track/28fRkU3vhqAJdl9i9458pQ
195,,Milionària,,,,162,ROSALÍA,4923311,https://open.spotify.com/track/2K3bjojp1sCLdMMoO5lJ2p
196,,Sunset (with J. Cole feat. Young Nudy),,,,180,Dreamville,4581012,https://open.spotify.com/track/3pZO6GoVPeSYDxxsH6vCdj
197,,All of Me,,,,192,John Legend,4437914,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
198,,Congratulations,,,,198,Post Malone,4379716,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
199,,comethru,,,,199,Jeremy Zucker,4346708,https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP
180,,Beautiful People (feat. Khalid),,,,4,Ed Sheeran,33566903,https://open.spotify.com/track/4evmHXcjt3bTUHD1cvny97
181,,QUE PRETENDES,,,,15,J Balvin,17357042,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt
182,,LA CANCIÓN,,,,20,J Balvin,15541374,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18
183,,Higher Love,,,,31,Kygo,13369617,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY
184,,Don't Check On Me (feat. Justin Bieber & Ink),,,,39,Chris Brown,11863905,https://open.spotify.com/track/7ILEWkpfdK6AjH2D7jppWk
185,,MOJAITA,,,,79,J Balvin,7771683,https://open.spotify.com/track/71pEiUWwfDFiRO6RmFpnBf
186,,Hate Me (with Juice WRLD),,,,94,Ellie Goulding,6895126,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE
187,,UN PESO,,,,95,J Balvin,6882345,https://open.spotify.com/track/7hynhxDoDpgMIV12JuVtNa
188,,ON OFF (feat. Maître Gims),,,,102,Shirin David,6568819,https://open.spotify.com/track/554Ip3S1rbeES9TNWXGoK1
189,,YO LE LLEGO,,,,114,J Balvin,6268750,https://open.spotify.com/track/0uIfrUwwg0Z7KTitul7E3T
190,,Shot,,,,122,Ufo361,5924386,https://open.spotify.com/track/7yosVOH7pRWrKANBDbsBqI
191,,Si Supieras,,,,133,Daddy Yankee,5565500,https://open.spotify.com/track/7MRU4vOkywuhZ9kbFiPuiu
192,,Heartbeat (BTS World Original Soundtrack),,,,137,BTS,5512091,https://open.spotify.com/track/5EgYDyMDCi8X0zDydTF7Rb
193,,When I Grow Up,,,,138,NF,5468408,https://open.spotify.com/track/0hWzB4dR1zwcokPvccww0k
194,,COMO UN BEBÉ,,,,145,J Balvin,5383079,https://open.spotify.com/track/7knLcYCOSaURD0d7HUULFM
195,,ODIO,,,,147,J Balvin,5355710,https://open.spotify.com/track/7alOsNr36sJ8CyOEP4aILq
196,,CUIDAO POR AHÍ,,,,156,J Balvin,5064508,https://open.spotify.com/track/6SYSu569pfYdkDT9A5lZqi
197,,Cambio,,,,157,Ozuna,5058290,https://open.spotify.com/track/3cg9A9GVyZAT2CPevqWr65
198,,"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",,,,158,Mustard,5044999,https://open.spotify.com/track/2zjGJ0dChMR0KxBZS15aqo
199,,Mr. Brightside,,,,182,The Killers,4632725,https://open.spotify.com/track/7oK9VyNzrYvRFo7nQEYkWN
180,,Señorita,,,,1,Shawn Mendes,63045599,https://open.spotify.com/track/0TK2YIli7K1leLovkQiNik
181,,Panini,,,,7,Lil Nas X,24238981,https://open.spotify.com/track/6fTt0CH2t0mdeB2N9XFG5r
182,,Rodeo,,,,27,Lil Nas X,13086179,https://open.spotify.com/track/4ak7xjvBeBOcJGWFDX9w5n
183,,Tilidin,,,,28,Capital Bra,13026753,https://open.spotify.com/track/1VEMUkGFio5uURvN8x1DZJ
184,,One Thing Right,,,,36,Marshmello,11781536,https://open.spotify.com/track/4hPpVbbakQNv8YTHYaOJP4
185,,Runaway,,,,57,Sebastian Yatra,9284418,https://open.spotify.com/track/7BuSE9uTIw931wtZYzvZcQ
186,,Lalala,,,,74,Y2K,7748654,https://open.spotify.com/track/07rmSXN6vNoquX1AsWd9pP
187,,MEGATRON,,,,80,Nicki Minaj,7441823,https://open.spotify.com/track/1ZDmxwg7Lywlx68b7SsJjj
188,,On A Roll,,,,115,Ashley O,5959912,https://open.spotify.com/track/56JyMaElW79S7TDWh1Zw1m
189,,weR mAChT PaRA 2,,,,146,Dardan,5072979,https://open.spotify.com/track/2nvmHDiEWXRzS6FUDzUhVL
190,,All the Time,,,,157,Zara Larsson,4904256,https://open.spotify.com/track/3OTSBoYKO7HzGVj8Bu2OH9
191,,I Think I'm OKAY (with YUNGBLUD & Travis Barker),,,,162,Machine Gun Kelly,4837164,https://open.spotify.com/track/6bWBLZLBRQEJ5KsLicouNB
192,,Post Malone (feat. RANI),,,,164,Sam Feldt,4816807,https://open.spotify.com/track/0qc4QlcCxVTGyShurEv1UU
193,,All Night (BTS World Original Soundtrack) [Pt. 3],,,,167,BTS,4788723,https://open.spotify.com/track/70sKIAQgaVN2zWEEyOpyMZ
194,,Out The Mud,,,,182,Lil Baby,4562521,https://open.spotify.com/track/2wZjsbwmWfNVslgV5afl1L
195,,Tú No Amas,,,,188,Mambo Kingz,4492902,https://open.spotify.com/track/5J64qSSq0VZuh0CiI9o9Nq
196,,Juice,,,,189,Lizzo,4475792,https://open.spotify.com/track/0k664IuFwVP557Gnx7RhIl
197,,Treat You Better,,,,190,Shawn Mendes,4466732,https://open.spotify.com/track/3QGsuHI8jO1Rx4JWLUh9jd
198,,Shotta Flow,,,,198,NLE Choppa,4379692,https://open.spotify.com/track/4dAMdQ6g4kGmnc1MDHsg77
199,,Thinking out Loud,,,,200,Ed Sheeran,4358891,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg
179,,You Need To Calm Down,,,,4,Taylor Swift,27274424,https://open.spotify.com/track/29fRTIKsJhLUJoldM89GZS
180,,Money In The Grave (Drake ft. Rick Ross),,,,6,Drake,22156363,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
181,,Sanctuary,,,,50,Joji,10127610,https://open.spotify.com/track/3xaugmCyXrVkrDTXbFkMW3
182,,Loco Contigo (with J. Balvin & Tyga),,,,51,DJ Snake,9767944,https://open.spotify.com/track/1f38Gx6xQz6r4H1jGVNBJo
183,,Olabilir,,,,57,MERO,9067523,https://open.spotify.com/track/5b195aHKKd6oTr4f7DoRCo
184,,Omertà,,,,68,Drake,7854354,https://open.spotify.com/track/3kCwyvhvVTyehIzYN2I0nF
185,,It's You,,,,80,Ali Gatie,7209877,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq
186,,Royal Rumble,,,,105,Kalazh44,6327655,https://open.spotify.com/track/4Rif4wqdvzy84dhP1apC4Y
187,,Focus (feat. 21 Savage),,,,107,Bazzi,6288444,https://open.spotify.com/track/12iDo4Kdw9vA2X1lN3UTVu
188,,A Brand New Day (BTS World Original Soundtrack) [Pt. 2],,,,109,BTS,6233222,https://open.spotify.com/track/5XkyZyKMdFungjDb9cUKc3
189,,when the party's over - Recorded at Spotify Studios NYC,,,,129,Lewis Capaldi,5608650,https://open.spotify.com/track/6H7fWtwEUHVfTyZD7zeG4w
190,,Diamonds (feat. Capital Bra),,,,131,Summer Cem,5573373,https://open.spotify.com/track/2QpxC2yag7Ec7Ut1dovXKb
191,,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",,,,133,Dreamville,5558029,https://open.spotify.com/track/4eqrNsKy9Mvg1fvfsTVIAE
192,,Bounce Back,,,,147,Little Mix,5235720,https://open.spotify.com/track/5KPKjcE2trO2hBWRzkb2Mo
193,,changes,,,,167,XXXTENTACION,4820963,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
194,,Sad Song (feat. TINI),,,,177,Alesso,4612123,https://open.spotify.com/track/2JoIjuzRplpYGvvLpSW2on
195,,Wonderwall - Remastered,,,,183,Oasis,4535784,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa
196,,The Git Up,,,,190,Blanco Brown,4460833,https://open.spotify.com/track/5dW1VZPcFqB4n0P08rGDgm
197,,Walk Me Home,,,,194,P!nk,4438569,https://open.spotify.com/track/6jfEZdUJ2Yla6h7gTJgKuo
198,,Swing,,,,195,Danny Ocean,4431127,https://open.spotify.com/track/4DbhxwlkhTbCTqlZptxmI6
199,,Africa,,,,196,TOTO,4422251,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
178,,SOS (feat. Aloe Blacc),,,,5,Avicii,21071480,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5
179,,Heaven,,,,13,Avicii,18246581,https://open.spotify.com/track/0vrmHPfoBadXVr2n0m1aqZ
180,,No Guidance (feat. Drake),,,,21,Chris Brown,13675442,https://open.spotify.com/track/7FEwp8BavoEVE3AnxJDchc
181,,Only Human,,,,31,Jonas Brothers,12051256,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk
182,,Dream Glow (BTS World Original Soundtrack) - Pt. 1,,,,52,BTS,9515545,https://open.spotify.com/track/4c1WgUnHXq2LEncGHKgj1I
183,,Veleno 7,,,,80,Gemitaiz,7235843,https://open.spotify.com/track/3fV9z98dnQLSIPIMMJXCm7
184,,Haute (feat. J Balvin & Chris Brown),,,,84,Tyga,7143280,https://open.spotify.com/track/1jlnBQGP2DtSEhMgQaz7a7
185,,Amor Genuino,,,,85,Ozuna,7135959,https://open.spotify.com/track/6pK5edDoyrn4mWwRSVc2a5
186,,"Tough Love (feat. Agnes, Vargas & Lagola)",,,,102,Avicii,6512015,https://open.spotify.com/track/1yfyIdEw5U2bD5I6gxQCxW
187,,Mad Love,,,,103,Mabel,6484961,https://open.spotify.com/track/79JBjIq90BrQ8Ws0pUhlzD
188,,All Around The World (La La La),,,,124,R3HAB,5781046,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp
189,,Tricheur,,,,127,Nekfeu,5716607,https://open.spotify.com/track/5ZwRTJD1bTACtIuW5Iibnu
190,,Maghreb Gang (feat. French Montana & Khaled),,,,142,Farid Bang,5380868,https://open.spotify.com/track/1IBUPdwV9TvaipSODdt8QY
191,,Cool,,,,147,Jonas Brothers,5280647,https://open.spotify.com/track/7yfi8B8opXjnRh4VZnOkz9
192,,Heart Upon My Sleeve (feat. Imagine Dragons),,,,154,Avicii,5124825,https://open.spotify.com/track/6kXNnS7JJz0nAv4XEwEmQJ
193,,Bad Reputation (feat. Joe Janiak),,,,158,Avicii,4964348,https://open.spotify.com/track/0HZgYFimoJG9Ijy8InUWcV
194,,Hold The Line (feat. A R I Z O N A),,,,160,Avicii,4960503,https://open.spotify.com/track/6EBlOYNcZ8MrdEov9lEdV6
195,,Speechless (Full),,,,177,Naomi Scott,4793780,https://open.spotify.com/track/0XPsOSYzDJZJArevQNm2AR
196,,I Believe,,,,178,Jonas Brothers,4785310,https://open.spotify.com/track/1vYh9x8UmFTLbXiizk9Qc5
197,,Te Soñé De Nuevo,,,,184,Ozuna,4667591,https://open.spotify.com/track/5s8LepdwU0THzpd0M7nLsa
198,,Irina Shayk,,,,192,Ufo361,4567010,https://open.spotify.com/track/4Sokm1cWK36H2WctWWRGf1
199,,NENENE,,,,200,Fero47,4507145,https://open.spotify.com/track/5AiqL0ezAAauDuVK5EJvXU
180,,Never Really Over,,,,11,Katy Perry,18413027,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0
181,,Mother's Daughter,,,,18,Miley Cyrus,14567926,https://open.spotify.com/track/2WyRfGeHo97VC5mP1BBSzr
182,,Callaita,,,,21,Bad Bunny,13980674,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI
183,,Call You Mine,,,,33,The Chainsmokers,11915400,https://open.spotify.com/track/05CwHjIk71RXVU40boRMnR
184,,Find U Again (feat. Camila Cabello),,,,41,Mark Ronson,11081625,https://open.spotify.com/track/1HpzOCZbNWzxvvXfSGtSrX
185,,Press,,,,46,Cardi B,10608934,https://open.spotify.com/track/6dPyzkyZwoj9LqjQXOFdVv
186,,Ritual,,,,78,Tiësto,7477960,https://open.spotify.com/track/3M9Apu4OZfylLTFKvgEtKa
187,,Aute Cuture,,,,108,ROSALÍA,6233484,https://open.spotify.com/track/7dQFpbs34ufIEU745DVclf
188,,La Haine,,,,122,Luciano,5824858,https://open.spotify.com/track/2AHJLtc81zIfj9EKcVEzmJ
189,,Under Enemy Arms,,,,137,Trippie Redd,5389766,https://open.spotify.com/track/1NF9EkR5OpMaoVWbsllcm9
190,,The Search,,,,144,NF,5249202,https://open.spotify.com/track/2OKo7g3KfmCt3kyLvUAL0g
191,,Ransom,,,,147,Lil Tecca,5158080,https://open.spotify.com/track/1xbtojAZsQjOgiGdGX6ChU
192,,Unholy,,,,149,Miley Cyrus,5136834,https://open.spotify.com/track/6vjymPak0JRQC2P84XlI9t
193,,D.R.E.A.M. (feat. Ghostface Killah),,,,161,Miley Cyrus,4968610,https://open.spotify.com/track/42zePe03Iq8tvFcJAIKkp8
194,,Broke Leg (with Quavo & Tyga),,,,164,Tory Lanez,4936877,https://open.spotify.com/track/5CKtlUULFD5aPVX4PL02H6
195,,Love Thru The Computer (feat. Justin Bieber),,,,169,Gucci Mane,4886056,https://open.spotify.com/track/1VsqQEYObJsOPaeZwEXRPg
196,,La Boca,,,,174,Mau y Ricky,4844763,https://open.spotify.com/track/0UQwlF2pRkr1lMN6kNNUj3
197,,"Rocket Man (I Think It's Going To Be A Long, Long Time)",,,,181,Elton John,4708224,https://open.spotify.com/track/3gdewACMIVMEWVbyb8O9sY
198,,Shotta Flow,,,,191,NLE Choppa,4577901,https://open.spotify.com/track/4dAMdQ6g4kGmnc1MDHsg77
199,,Nothing Breaks Like a Heart (feat. Miley Cyrus),,,,199,Mark Ronson,4445326,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF
179,,The London (feat. J. Cole & Travis Scott),,,,6,Young Thug,22075360,https://open.spotify.com/track/7DcvwMAiqKJQD1rrdfxSDx
180,,Cross Me (feat. Chance the Rapper & PnB Rock),,,,9,Ed Sheeran,19742322,https://open.spotify.com/track/543bCW2ruMPmxUBWirQ3MR
181,,Easier,,,,23,5 Seconds of Summer,13581944,https://open.spotify.com/track/4tNXntkAzQ5A2dfYRYGIIQ
182,,Isis,,,,44,Joyner Lucas,10813990,https://open.spotify.com/track/36TO60sxDduIsO3xH8IcUh
183,,"Go Loko (feat. Tyga, Jon Z)",,,,51,YG,9983773,https://open.spotify.com/track/1kK6DwzyXJSp58u5HYWwuD
184,,Not Ok,,,,65,Kygo,8520151,https://open.spotify.com/track/6aoGtdWXBkYQ2O2wnyIz2x
185,,No Me Conoce - Remix,,,,115,Jhay Cortez,6025113,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P
186,,Marlboro Rot,,,,149,Samra,5263807,https://open.spotify.com/track/4e6l3QGj4RZesjDLVqYk3H
187,,Vintage,,,,168,RIN,4947824,https://open.spotify.com/track/6xwI9R3ZHT9nWtSYvffYQm
188,,In My Feelings,,,,184,Drake,4618663,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
189,,Cuaderno,,,,185,Dalex,4613816,https://open.spotify.com/track/7anSoGdgtmJTAPZBzcPhO6
190,,Under Pressure - Remastered,,,,186,Queen,4581246,https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x
191,,Something Just Like This,,,,187,The Chainsmokers,4579556,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
192,,Homerun (Intro),,,,188,Paulo Londra,4572920,https://open.spotify.com/track/7kh95COsNZjnTmc6aF76n7
193,,Thinking out Loud,,,,191,Ed Sheeran,4533077,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg
194,,I'm Yours,,,,192,Jason Mraz,4499897,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
195,,All of Me,,,,194,John Legend,4491817,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
196,,Punto G,,,,196,KAROL G,4461128,https://open.spotify.com/track/2E82gORVSA7UMEz5M1IP3b
197,,Africa,,,,198,TOTO,4433481,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
198,,FRIENDS,,,,199,Marshmello,4430014,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
199,,Todo Mundo Vai Sofrer - Ao Vivo,,,,200,Marília Mendonça,4420338,https://open.spotify.com/track/4E6RdcCWMiHTu7zy1VTNDo
169,,EARFQUAKE,,,,6,"Tyler, The Creator",22055401,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0
170,,Nightmare,,,,18,Halsey,15621619,https://open.spotify.com/track/340UVheS8z3ncW9TTUhAbc
171,,I THINK,,,,25,"Tyler, The Creator",13161008,https://open.spotify.com/track/4f8Mh5wuWHOsfXtzjrJB3t
172,,Arcade,,,,35,Duncan Laurence,12041745,https://open.spotify.com/track/1Xi84slp6FryDSCbzq4UCD
173,,RUNNING OUT OF TIME,,,,44,"Tyler, The Creator",10704742,https://open.spotify.com/track/5QvBXUm5MglLJ3iBfTX2Wo
174,,Wieder Lila,,,,47,Samra,10488632,https://open.spotify.com/track/2kkcJ8tSDV42LdWcPjy6We
175,,IGOR'S THEME,,,,51,"Tyler, The Creator",10282645,https://open.spotify.com/track/51RN0kzWd7xeR4th5HsEtW
176,,NEW MAGIC WAND,,,,54,"Tyler, The Creator",10108040,https://open.spotify.com/track/0fv2KH6hac06J86hBUTcSf
177,,A BOY IS A GUN*,,,,58,"Tyler, The Creator",9564983,https://open.spotify.com/track/1nXZnTALNXiPlvXotqHm66
178,,Just Us (feat. SZA),,,,62,DJ Khaled,9082593,https://open.spotify.com/track/0BnTBAGmr9FtYwkZrwKhwS
179,,WHAT'S GOOD,,,,64,"Tyler, The Creator",9062349,https://open.spotify.com/track/6bOkaEXc5CopinGazSLokx
180,,Rescue Me,,,,65,OneRepublic,9031796,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM
181,,Soldi,,,,66,Mahmood,8993273,https://open.spotify.com/track/4szQkW1CDHqbRZGltXJdd3
182,,Celebrate (feat. Travis Scott & Post Malone),,,,67,DJ Khaled,8661535,https://open.spotify.com/track/0b6UoVjUzFyZNpHI0aAhKt
183,,PUPPET,,,,69,"Tyler, The Creator",8447558,https://open.spotify.com/track/0wEC0GNF74lAqrEFZJMl1m
184,,11 PM,,,,72,Maluma,8073900,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d
185,,"GONE, GONE / THANK YOU",,,,74,"Tyler, The Creator",7982613,https://open.spotify.com/track/1hz7SRTGUNAtIQ46qiNv2p
186,,Wish Wish (feat. Cardi B & 21 Savage),,,,94,DJ Khaled,7239134,https://open.spotify.com/track/1Hd2XLitkt1PYCWSbfF5qV
187,,Higher (feat. Nipsey Hussle & John Legend),,,,103,DJ Khaled,6818858,https://open.spotify.com/track/6O10oTtZIZ4DkkUqyfCbrR
188,,ARE WE STILL FRIENDS?,,,,110,"Tyler, The Creator",6525455,https://open.spotify.com/track/5TxRUOsGeWeRl3xOML59Ai
189,,I DON'T LOVE YOU ANYMORE,,,,115,"Tyler, The Creator",6446838,https://open.spotify.com/track/5A0M6B0RBSXSNWv0wcppZ9
190,,Doin' Time,,,,119,Lana Del Rey,6280029,https://open.spotify.com/track/0cLS7FslBJgsuWwJNRnPWB
191,,Bruises,,,,126,Lewis Capaldi,6118217,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
192,,Solo Pienso En Ti (feat. De La Ghetto & Justin Quiles),,,,139,Paulo Londra,5746830,https://open.spotify.com/track/53rkN7z3bKorDSIxDvqXNt
193,,"Jealous (feat. Chris Brown, Lil Wayne & Big Sean)",,,,151,DJ Khaled,5381713,https://open.spotify.com/track/6Dq8FZrvx9S28iyaKSwn9x
194,,Love Me Less (feat. Quinn XCII),,,,157,MAX,5327769,https://open.spotify.com/track/2tOOcDDYkh0PSjr6GwPEAJ
195,,Unsainted,,,,168,Slipknot,5113002,https://open.spotify.com/track/2093eVNfimjmNjU1gk1ES7
196,,DEUTSCHLAND,,,,169,Rammstein,5086398,https://open.spotify.com/track/2bPGTMB5sFfFYQ2YvSmup0
197,,Letzte Träne,,,,170,Kontra K,5068278,https://open.spotify.com/track/64A5aseVdsvdNOjobGQclN
198,,GRoCERIES,,,,176,Chance the Rapper,5033602,https://open.spotify.com/track/0yFvWTLs3iIwDbc91noXGT
199,,Gib Gas,,,,191,Ufo361,4722309,https://open.spotify.com/track/7MqL7uh6zGd8x0B9srz3r0
178,,I Don't Care (with Justin Bieber),,,,1,Ed Sheeran,58370367,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns
179,,If I Can't Have You,,,,4,Shawn Mendes,28103423,https://open.spotify.com/track/6LsAAHotRLMOHfCsSfYCsz
180,,Homicide (feat. Eminem),,,,8,Logic,20623015,https://open.spotify.com/track/2MuMD298IpYqKF367wegUd
